,Date,ID,Tag,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
190,2004-03-18 16:00:00,multisensor1,ItalianCity,"2,8",1496,-200,"16,8",1205,172,822,169,1767,1347,"27,1","23,1","0,8180"
191,2004-03-18 17:00:00,multisensor1,ItalianCity,"2,7",1409,-200,"14,5",1131,166,873,149,1689,1206,"25,8","23,9","0,7832"
192,2004-03-18 18:00:00,multisensor1,ItalianCity,"3,7",1513,-200,"21,5",1338,214,764,156,1957,1397,"23,0","26,8","0,7446"
193,2004-03-18 19:00:00,multisensor1,ItalianCity,"5,1",1667,-200,"26,4",1464,280,683,168,2118,1588,"20,7","31,1","0,7523"
194,2004-03-18 20:00:00,multisensor1,ItalianCity,"5,1",1667,-200,"26,0",1453,276,684,176,2051,1569,"18,6","36,2","0,7676"
195,2004-03-18 21:00:00,multisensor1,ItalianCity,"3,2",1430,-200,"14,1",1121,178,814,135,1732,1322,"16,0","48,4","0,8768"
196,2004-03-18 22:00:00,multisensor1,ItalianCity,"2,1",1333,-200,"10,3",989,129,885,121,1621,1194,"14,5","57,8","0,9456"
197,2004-03-18 23:00:00,multisensor1,ItalianCity,"1,7",1262,-200,"8,3",911,95,948,99,1545,1062,"13,1","64,2","0,9606"
198,2004-03-19 00:00:00,multisensor1,ItalianCity,2,1287,-200,"8,9",936,126,918,106,1606,1040,"12,0","69,7","0,9735"
199,2004-03-19 01:00:00,multisensor1,ItalianCity,"1,6",1134,-200,"6,6",840,103,1021,96,1501,917,"11,9","71,1","0,9915"
200,2004-03-19 02:00:00,multisensor1,ItalianCity,"0,9",999,-200,"3,6",688,48,1229,63,1380,594,"12,5","69,3","1,0029"
201,2004-03-19 03:00:00,multisensor1,ItalianCity,"0,7",961,-200,"2,5",622,-200,1382,-200,1301,430,"12,5","67,5","0,9768"
202,2004-03-19 04:00:00,multisensor1,ItalianCity,-200,934,-200,"1,8",569,20,1440,32,1280,397,"12,3","67,7","0,9665"
203,2004-03-19 05:00:00,multisensor1,ItalianCity,"0,5",913,-200,"1,3",525,18,1620,28,1260,370,"12,5","66,8","0,9620"
204,2004-03-19 06:00:00,multisensor1,ItalianCity,"0,7",969,-200,"2,3",607,56,1373,61,1324,438,"12,3","66,3","0,9487"
205,2004-03-19 07:00:00,multisensor1,ItalianCity,"1,5",1182,-200,"6,7",845,115,1054,99,1539,704,"12,4","64,9","0,9332"
206,2004-03-19 08:00:00,multisensor1,ItalianCity,"4,8",1740,-200,"22,8",1372,320,671,157,2144,1476,"13,0","61,6","0,9209"
207,2004-03-19 09:00:00,multisensor1,ItalianCity,"6,2",1819,-200,"31,3",1582,357,575,166,2456,1716,"13,6","58,8","0,9120"
208,2004-03-19 10:00:00,multisensor1,ItalianCity,4,1427,-200,"19,2",1275,253,701,149,1980,1398,"13,9","57,1","0,9032"
209,2004-03-19 11:00:00,multisensor1,ItalianCity,"3,3",1390,-200,"16,4",1191,218,759,135,1879,1268,"14,5","54,4","0,8917"
210,2004-03-19 12:00:00,multisensor1,ItalianCity,"2,8",1283,-200,"14,0",1117,192,813,127,1751,1188,"15,5","50,1","0,8744"
211,2004-03-19 13:00:00,multisensor1,ItalianCity,3,1304,-200,"15,3",1157,176,793,122,1801,1171,"16,1","47,6","0,8655"
212,2004-03-19 14:00:00,multisensor1,ItalianCity,"3,3",1364,-200,"16,7",1202,198,771,135,1875,1250,"16,3","47,1","0,8640"
213,2004-03-19 15:00:00,multisensor1,ItalianCity,"3,5",1410,-200,"19,0",1268,212,724,139,1957,1344,"16,4","47,5","0,8791"
214,2004-03-19 16:00:00,multisensor1,ItalianCity,4,1476,-200,"19,4",1280,249,708,147,1955,1378,"16,1","50,2","0,9094"
215,2004-03-19 17:00:00,multisensor1,ItalianCity,"4,6",1522,-200,"20,9",1320,270,690,158,2005,1435,"16,0","50,7","0,9142"
216,2004-03-19 18:00:00,multisensor1,ItalianCity,"4,1",1442,-200,"20,2",1301,231,704,146,1952,1372,"15,8","50,3","0,8989"
217,2004-03-19 19:00:00,multisensor1,ItalianCity,"4,5",1469,-200,"21,7",1344,251,677,144,1997,1471,"15,5","50,6","0,8840"
218,2004-03-19 20:00:00,multisensor1,ItalianCity,"3,9",1467,-200,"19,8",1292,210,698,138,1942,1439,"15,4","51,4","0,8956"
219,2004-03-19 21:00:00,multisensor1,ItalianCity,4,1421,-200,"16,7",1202,249,748,143,1854,1429,"15,2","53,1","0,9117"
220,2004-03-19 22:00:00,multisensor1,ItalianCity,"2,2",1175,-200,"9,1",945,143,904,116,1604,1081,"14,7","57,6","0,9573"
221,2004-03-19 23:00:00,multisensor1,ItalianCity,"2,1",1215,-200,"8,3",912,127,948,109,1547,993,"14,2","58,3","0,9380"
222,2004-03-20 00:00:00,multisensor1,ItalianCity,"1,7",1127,-200,"5,8",802,104,1064,92,1447,837,"13,8","57,9","0,9085"
223,2004-03-20 01:00:00,multisensor1,ItalianCity,"1,6",1090,-200,"5,2",773,86,1105,83,1429,761,"13,9","55,9","0,8842"
224,2004-03-20 02:00:00,multisensor1,ItalianCity,"1,3",1017,-200,"4,1",718,74,1182,81,1382,650,"13,9","55,6","0,8765"
225,2004-03-20 03:00:00,multisensor1,ItalianCity,"1,3",997,-200,"3,4",677,-200,1252,-200,1359,591,"13,8","55,1","0,8666"
226,2004-03-20 04:00:00,multisensor1,ItalianCity,-200,945,-200,"2,9",646,44,1308,55,1332,505,"13,8","54,6","0,8574"
227,2004-03-20 05:00:00,multisensor1,ItalianCity,"0,8",956,-200,"3,1",661,42,1260,53,1351,518,"13,6","55,1","0,8560"
228,2004-03-20 06:00:00,multisensor1,ItalianCity,"0,8",966,-200,"2,5",622,63,1317,67,1342,571,"13,6","59,0","0,9129"
229,2004-03-20 07:00:00,multisensor1,ItalianCity,"1,1",1064,-200,"4,3",728,115,1161,91,1461,842,"13,5","58,4","0,8960"
230,2004-03-20 08:00:00,multisensor1,ItalianCity,"2,1",1300,-200,"8,9",935,170,902,113,1623,1145,"13,8","58,0","0,9083"
231,2004-03-20 09:00:00,multisensor1,ItalianCity,"2,4",1348,-200,"10,5",998,147,834,102,1689,1218,"14,6","53,1","0,8765"
232,2004-03-20 10:00:00,multisensor1,ItalianCity,"2,6",1425,-200,"12,5",1068,166,776,107,1764,1341,"15,0","52,3","0,8881"
233,2004-03-20 11:00:00,multisensor1,ItalianCity,"2,8",1474,-200,"12,3",1061,195,768,113,1768,1406,"15,4","52,1","0,9046"
234,2004-03-20 12:00:00,multisensor1,ItalianCity,"2,6",1490,-200,"11,7",1039,182,782,108,1757,1422,"16,3","50,0","0,9158"
235,2004-03-20 13:00:00,multisensor1,ItalianCity,"2,6",1495,-200,"11,7",1040,168,809,105,1735,1373,"17,1","47,9","0,9281"
236,2004-03-20 14:00:00,multisensor1,ItalianCity,"2,1",1376,-200,"9,3",953,125,900,93,1636,1153,"19,0","42,9","0,9370"
237,2004-03-20 15:00:00,multisensor1,ItalianCity,"1,7",1305,-200,"7,6",884,95,980,87,1573,927,"19,5","42,3","0,9476"
238,2004-03-20 16:00:00,multisensor1,ItalianCity,"1,6",1283,-200,"6,7",844,79,1036,76,1539,766,"19,5","42,3","0,9493"
239,2004-03-20 17:00:00,multisensor1,ItalianCity,"2,1",1392,-200,"9,7",967,119,930,94,1649,941,"19,1","43,8","0,9556"
240,2004-03-20 18:00:00,multisensor1,ItalianCity,"2,3",1452,-200,"12,4",1063,142,856,110,1774,1146,"18,5","46,3","0,9744"
241,2004-03-20 19:00:00,multisensor1,ItalianCity,"3,5",1633,-200,"16,6",1199,215,734,136,1919,1417,"17,4","51,6","1,0159"
242,2004-03-20 20:00:00,multisensor1,ItalianCity,"3,9",1625,-200,"16,4",1191,229,733,139,1885,1442,"17,1","51,3","0,9914"
243,2004-03-20 21:00:00,multisensor1,ItalianCity,"3,3",1535,-200,"13,7",1108,206,785,125,1820,1323,"16,4","53,8","0,9964"
244,2004-03-20 22:00:00,multisensor1,ItalianCity,"2,3",1323,-200,"9,9",973,147,864,111,1712,1125,"16,2","55,4","1,0132"
245,2004-03-20 23:00:00,multisensor1,ItalianCity,"2,1",1309,-200,"8,9",937,122,905,97,1672,1036,"15,9","57,7","1,0356"
246,2004-03-21 00:00:00,multisensor1,ItalianCity,"2,8",1456,-200,"10,6",999,175,835,107,1714,1202,"15,7","58,6","1,0396"
247,2004-03-21 01:00:00,multisensor1,ItalianCity,"2,1",1300,-200,"7,4",872,133,941,90,1577,1054,"15,1","60,9","1,0398"
248,2004-03-21 02:00:00,multisensor1,ItalianCity,"1,6",1203,-200,"6,2",823,89,1004,84,1526,903,"15,6","56,6","0,9951"
249,2004-03-21 03:00:00,multisensor1,ItalianCity,"1,6",1195,-200,"6,5",836,-200,987,-200,1554,885,"15,2","57,9","0,9941"
250,2004-03-21 04:00:00,multisensor1,ItalianCity,-200,1117,-200,"5,8",802,85,1029,87,1539,818,"15,4","57,8","1,0021"
251,2004-03-21 05:00:00,multisensor1,ItalianCity,"1,1",1062,-200,"4,0",711,55,1136,66,1461,700,"14,9","60,6","1,0196"
252,2004-03-21 06:00:00,multisensor1,ItalianCity,"0,7",947,-200,"2,1",594,24,1300,36,1390,580,"14,5","63,0","1,0316"
253,2004-03-21 07:00:00,multisensor1,ItalianCity,"0,8",1065,-200,"3,6",687,72,1143,62,1492,815,"14,2","66,2","1,0630"
254,2004-03-21 08:00:00,multisensor1,ItalianCity,"1,2",1155,-200,"4,4",734,122,1062,91,1528,1035,"14,5","65,3","1,0704"
255,2004-03-21 09:00:00,multisensor1,ItalianCity,"1,4",1220,-200,"5,4",782,111,996,89,1560,1067,"15,3","62,1","1,0730"
256,2004-03-21 10:00:00,multisensor1,ItalianCity,"1,7",1301,-200,"7,1",862,123,914,93,1633,1114,"16,3","59,0","1,0868"
257,2004-03-21 11:00:00,multisensor1,ItalianCity,"1,8",1279,-200,"7,3",870,106,911,81,1646,1000,"18,9","49,6","1,0700"
258,2004-03-21 12:00:00,multisensor1,ItalianCity,"1,8",1267,-200,"7,6",883,103,953,82,1617,906,"19,4","46,1","1,0249"
259,2004-03-21 13:00:00,multisensor1,ItalianCity,"1,9",1239,-200,"6,8",848,102,981,80,1568,822,"20,8","41,6","1,0091"
260,2004-03-21 14:00:00,multisensor1,ItalianCity,"1,3",1128,-200,"4,6",742,48,1144,48,1507,610,"21,4","40,3","1,0126"
261,2004-03-21 15:00:00,multisensor1,ItalianCity,"1,6",1243,-200,"8,4",916,63,962,61,1669,657,"21,2","39,3","0,9791"
262,2004-03-21 16:00:00,multisensor1,ItalianCity,"1,9",1208,-200,"6,9",853,98,1060,89,1506,647,"20,3","38,0","0,8942"
263,2004-03-21 17:00:00,multisensor1,ItalianCity,"2,3",1306,-200,"9,0",938,132,961,105,1607,762,"19,4","41,3","0,9206"
264,2004-03-21 18:00:00,multisensor1,ItalianCity,"3,8",1546,-200,"15,1",1151,173,769,116,1874,1122,"18,5","43,8","0,9252"
265,2004-03-21 19:00:00,multisensor1,ItalianCity,"3,5",1501,-200,"12,6",1071,185,823,119,1744,1130,"17,8","48,1","0,9689"
266,2004-03-21 20:00:00,multisensor1,ItalianCity,"4,3",1605,-200,"15,1",1153,266,769,144,1840,1637,"17,9","46,9","0,9520"
267,2004-03-21 21:00:00,multisensor1,ItalianCity,"2,8",1316,-200,"9,9",974,188,883,123,1673,1272,"17,4","49,1","0,9688"
268,2004-03-21 22:00:00,multisensor1,ItalianCity,"1,9",1195,-200,"8,0",898,122,933,105,1594,1098,"17,0","51,7","0,9914"
269,2004-03-21 23:00:00,multisensor1,ItalianCity,"1,9",1211,-200,"7,9",896,112,920,93,1624,1066,"16,4","55,1","1,0198"
270,2004-03-22 00:00:00,multisensor1,ItalianCity,"1,7",1161,-200,"6,1",815,93,995,86,1582,909,"16,1","60,0","1,0919"
271,2004-03-22 01:00:00,multisensor1,ItalianCity,"1,5",1095,-200,"5,1",767,74,1050,76,1547,818,"15,8","60,5","1,0805"
272,2004-03-22 02:00:00,multisensor1,ItalianCity,"0,6",897,-200,"1,7",563,23,1417,33,1355,472,"16,3","57,0","1,0491"
273,2004-03-22 03:00:00,multisensor1,ItalianCity,"0,4",842,-200,"0,7",468,-200,1813,-200,1274,394,"16,9","53,9","1,0309"
274,2004-03-22 04:00:00,multisensor1,ItalianCity,-200,854,-200,"0,8",481,17,1756,27,1304,396,"16,1","55,9","1,0153"
275,2004-03-22 05:00:00,multisensor1,ItalianCity,"0,3",845,-200,"0,7",472,15,1786,23,1278,378,"16,5","53,9","1,0049"
276,2004-03-22 06:00:00,multisensor1,ItalianCity,"0,6",942,-200,"2,0",586,41,1480,46,1373,432,"16,4","54,0","0,9979"
277,2004-03-22 07:00:00,multisensor1,ItalianCity,"1,2",1090,-200,"5,1",768,86,1072,76,1538,699,"15,7","57,6","1,0195"
278,2004-03-22 08:00:00,multisensor1,ItalianCity,"3,6",1514,-200,"17,7",1230,226,732,116,1996,1252,"15,8","53,7","0,9571"
279,2004-03-22 09:00:00,multisensor1,ItalianCity,"3,7",1379,-200,"18,4",1252,214,711,115,1962,1237,"17,4","42,1","0,8281"
280,2004-03-22 10:00:00,multisensor1,ItalianCity,"1,8",1074,-200,"6,9",854,115,1032,83,1484,772,"17,9","38,4","0,7793"
281,2004-03-22 11:00:00,multisensor1,ItalianCity,"1,6",1090,-200,"7,3",868,124,1026,87,1509,766,"18,5","36,7","0,7764"
282,2004-03-22 12:00:00,multisensor1,ItalianCity,"1,9",1110,-200,"9,6",964,122,947,90,1577,829,"21,0","29,6","0,7263"
283,2004-03-22 13:00:00,multisensor1,ItalianCity,2,1102,-200,"10,4",994,107,955,87,1599,783,"21,3","28,1","0,7067"
284,2004-03-22 14:00:00,multisensor1,ItalianCity,"2,2",1100,-200,"11,2",1021,133,952,99,1607,822,"21,3","26,1","0,6539"
285,2004-03-22 15:00:00,multisensor1,ItalianCity,"2,1",1094,-200,"10,7",1003,130,965,99,1574,813,"21,3","26,8","0,6681"
286,2004-03-22 16:00:00,multisensor1,ItalianCity,"2,3",1076,451,"11,6",1034,150,964,101,1544,813,"21,3","24,2","0,6060"
287,2004-03-22 17:00:00,multisensor1,ItalianCity,"2,6",1152,185,"12,4",1062,138,928,103,1606,850,"20,2","28,5","0,6682"
288,2004-03-22 18:00:00,multisensor1,ItalianCity,"3,8",1407,426,"18,3",1249,213,720,129,1932,1276,"17,0","43,1","0,8264"
289,2004-03-22 19:00:00,multisensor1,ItalianCity,"4,4",1438,672,"21,0",1325,232,678,143,1993,1401,"15,6","47,4","0,8347"
290,2004-03-22 20:00:00,multisensor1,ItalianCity,"4,5",1425,624,"21,0",1325,238,678,146,1965,1356,"15,3","47,4","0,8178"
291,2004-03-22 21:00:00,multisensor1,ItalianCity,"3,3",1279,325,"14,5",1131,180,775,124,1758,1243,"14,5","49,7","0,8177"
292,2004-03-22 22:00:00,multisensor1,ItalianCity,2,1132,143,"8,4",916,128,920,113,1561,1083,"13,9","52,0","0,8231"
293,2004-03-22 23:00:00,multisensor1,ItalianCity,"1,1",1006,89,"4,3",729,65,1142,80,1370,795,"14,5","49,4","0,8106"
294,2004-03-23 00:00:00,multisensor1,ItalianCity,"0,9",982,73,"3,8",700,53,1204,72,1359,735,"13,8","51,4","0,8071"
295,2004-03-23 01:00:00,multisensor1,ItalianCity,"0,8",969,48,"2,7",636,47,1271,64,1309,684,"14,0","51,3","0,8163"
296,2004-03-23 02:00:00,multisensor1,ItalianCity,"0,7",941,47,"2,5",621,51,1298,70,1330,714,"13,0","56,8","0,8444"
297,2004-03-23 03:00:00,multisensor1,ItalianCity,"0,5",892,36,"1,2",522,-200,1522,-200,1285,456,"11,0","70,0","0,9215"
298,2004-03-23 04:00:00,multisensor1,ItalianCity,-200,855,25,"0,8",478,20,1701,31,1261,401,"10,1","76,8","0,9483"
299,2004-03-23 05:00:00,multisensor1,ItalianCity,"0,3",834,19,"0,6",459,13,1908,22,1212,361,"8,8","80,5","0,9147"
300,2004-03-23 06:00:00,multisensor1,ItalianCity,"0,5",909,26,"1,8",567,33,1542,47,1287,418,"9,6","75,4","0,9004"
301,2004-03-23 07:00:00,multisensor1,ItalianCity,"1,1",1061,60,"4,6",745,103,1178,88,1429,616,"9,8","75,0","0,9093"
302,2004-03-23 08:00:00,multisensor1,ItalianCity,3,1441,248,"14,2",1124,224,851,130,1829,1089,"10,0","74,2","0,9117"
303,2004-03-23 09:00:00,multisensor1,ItalianCity,"3,8",1498,535,"21,0",1325,244,684,132,2095,1329,"11,2","69,7","0,9232"
304,2004-03-23 10:00:00,multisensor1,ItalianCity,"3,4",1343,340,"16,2",1185,237,760,132,1857,1311,"12,0","62,9","0,8803"
305,2004-03-23 11:00:00,multisensor1,ItalianCity,3,1308,325,"15,5",1166,220,792,131,1794,1236,"12,8","55,8","0,8210"
306,2004-03-23 12:00:00,multisensor1,ItalianCity,"2,7",1209,267,"13,4",1097,207,837,129,1746,1147,"13,1","54,8","0,8234"
307,2004-03-23 13:00:00,multisensor1,ItalianCity,"3,5",1310,325,"16,9",1207,208,770,132,1847,1301,"13,8","53,4","0,8351"
308,2004-03-23 14:00:00,multisensor1,ItalianCity,"2,8",1171,268,"12,4",1064,160,881,110,1639,1097,"16,0","42,4","0,7674"
309,2004-03-23 15:00:00,multisensor1,ItalianCity,"1,9",1112,136,"10,1",980,131,924,99,1589,900,"14,1","49,8","0,7971"
310,2004-03-23 16:00:00,multisensor1,ItalianCity,2,1132,118,"8,7",927,128,944,100,1570,781,"12,0","61,1","0,8537"
311,2004-03-23 17:00:00,multisensor1,ItalianCity,3,1225,276,"13,8",1111,176,818,122,1719,1013,"13,6","54,6","0,8465"
312,2004-03-23 18:00:00,multisensor1,ItalianCity,"1,9",1065,151,"9,3",953,107,962,97,1514,790,"13,7","49,5","0,7695"
313,2004-03-23 19:00:00,multisensor1,ItalianCity,"2,7",1236,236,"13,0",1084,131,854,112,1688,1059,"11,7","57,1","0,7822"
314,2004-03-23 20:00:00,multisensor1,ItalianCity,"3,3",1309,220,"14,3",1126,166,812,128,1722,1205,"11,5","58,2","0,7867"
315,2004-03-23 21:00:00,multisensor1,ItalianCity,"1,7",1089,87,"7,6",884,89,1006,101,1487,975,"12,6","54,2","0,7881"
316,2004-03-23 22:00:00,multisensor1,ItalianCity,"1,3",1000,81,"5,3",776,81,1141,96,1375,896,"12,0","54,9","0,7664"
317,2004-03-23 23:00:00,multisensor1,ItalianCity,"1,3",1041,74,"5,4",782,78,1105,86,1425,911,"11,0","61,4","0,8057"
318,2004-03-24 00:00:00,multisensor1,ItalianCity,"1,2",1045,55,"4,9",756,70,1137,85,1411,902,"11,1","62,2","0,8199"
319,2004-03-24 01:00:00,multisensor1,ItalianCity,"1,1",997,74,"4,6",744,76,1151,79,1405,832,"10,8","62,5","0,8082"
320,2004-03-24 02:00:00,multisensor1,ItalianCity,"0,9",948,35,"2,7",634,43,1320,61,1326,715,"11,3","60,0","0,8025"
321,2004-03-24 03:00:00,multisensor1,ItalianCity,"0,6",878,29,"1,6",551,-200,1493,-200,1272,683,"10,6","61,6","0,7856"
322,2004-03-24 04:00:00,multisensor1,ItalianCity,-200,908,29,"1,7",559,44,1477,66,1287,721,"10,2","62,7","0,7813"
323,2004-03-24 05:00:00,multisensor1,ItalianCity,"0,6",892,20,"1,2",522,34,1572,54,1255,648,"10,9","58,6","0,7628"
324,2004-03-24 06:00:00,multisensor1,ItalianCity,"0,8",954,32,"1,7",561,43,1496,57,1255,612,"10,8","57,2","0,7382"
325,2004-03-24 07:00:00,multisensor1,ItalianCity,"1,2",1045,84,"4,8",751,79,1186,75,1403,800,"10,4","59,2","0,7455"
326,2004-03-24 08:00:00,multisensor1,ItalianCity,"3,1",1383,245,"13,8",1109,174,832,97,1706,1173,"11,0","57,3","0,7501"
327,2004-03-24 09:00:00,multisensor1,ItalianCity,"4,4",1597,553,"23,7",1395,235,652,110,2080,1519,"11,2","56,9","0,7565"
328,2004-03-24 10:00:00,multisensor1,ItalianCity,"3,4",1318,450,"14,2",1124,218,762,113,1770,1287,"12,1","54,9","0,7734"
329,2004-03-24 11:00:00,multisensor1,ItalianCity,"1,7",1138,118,"8,0",898,136,950,88,1505,966,"15,1","44,3","0,7535"
330,2004-03-24 12:00:00,multisensor1,ItalianCity,"1,5",1098,118,"6,7",842,117,1012,85,1440,828,"15,6","40,6","0,7146"
331,2004-03-24 13:00:00,multisensor1,ItalianCity,"1,7",1118,144,"8,7",927,119,959,96,1477,825,"16,9","34,6","0,6597"
332,2004-03-24 14:00:00,multisensor1,ItalianCity,"2,2",1170,159,"10,8",1009,126,879,106,1566,872,"16,6","35,6","0,6697"
333,2004-03-24 15:00:00,multisensor1,ItalianCity,-200,1112,122,"6,7",842,100,1015,91,1494,680,"11,3","63,9","0,8554"
334,2004-03-24 16:00:00,multisensor1,ItalianCity,"2,7",1390,230,"11,4",1028,197,829,126,1730,1002,"9,6","81,1","0,9720"
335,2004-03-24 17:00:00,multisensor1,ItalianCity,"2,8",1353,320,"13,4",1096,195,774,130,1783,1159,"11,7","69,1","0,9497"
336,2004-03-24 18:00:00,multisensor1,ItalianCity,"2,7",1260,263,"12,0",1050,156,828,111,1722,979,"10,7","68,5","0,8794"
337,2004-03-24 19:00:00,multisensor1,ItalianCity,"4,5",1501,556,"20,2",1302,247,681,134,2008,1311,"10,7","67,3","0,8643"
338,2004-03-24 20:00:00,multisensor1,ItalianCity,"3,5",1273,458,"14,4",1130,190,795,136,1744,1071,"10,8","65,7","0,8486"
339,2004-03-24 21:00:00,multisensor1,ItalianCity,"2,6",1179,214,"9,4",955,169,928,125,1571,899,"10,3","66,3","0,8336"
340,2004-03-24 22:00:00,multisensor1,ItalianCity,"1,7",1047,97,"5,9",809,118,1064,108,1435,766,"10,1","66,9","0,8248"
341,2004-03-24 23:00:00,multisensor1,ItalianCity,"1,3",973,79,"4,5",739,81,1186,87,1354,589,"10,4","61,1","0,7717"
342,2004-03-25 00:00:00,multisensor1,ItalianCity,"1,3",997,81,"4,5",737,80,1168,89,1341,631,"10,3","59,9","0,7516"
343,2004-03-25 01:00:00,multisensor1,ItalianCity,1,970,52,"2,5",621,42,1400,58,1249,479,"11,0","58,4","0,7686"
344,2004-03-25 02:00:00,multisensor1,ItalianCity,"0,7",902,38,"1,8",568,38,1450,54,1253,479,"9,1","68,1","0,7890"
345,2004-03-25 03:00:00,multisensor1,ItalianCity,"0,7",921,35,"1,4",538,-200,1564,-200,1224,417,"9,5","68,2","0,8091"
346,2004-03-25 04:00:00,multisensor1,ItalianCity,"0,5",858,29,"0,9",490,18,1707,28,1212,378,"9,3","72,3","0,8496"
347,2004-03-25 05:00:00,multisensor1,ItalianCity,"0,5",878,21,"0,6",457,12,1935,20,1158,344,"9,9","66,8","0,8152"
348,2004-03-25 06:00:00,multisensor1,ItalianCity,"0,6",893,46,"1,4",540,43,1604,51,1268,413,"7,6","83,2","0,8695"
349,2004-03-25 07:00:00,multisensor1,ItalianCity,"1,1",1038,55,"3,8",697,84,1260,82,1383,605,"8,1","79,0","0,8544"
350,2004-03-25 08:00:00,multisensor1,ItalianCity,"2,7",1320,271,"11,6",1035,184,902,112,1721,991,"8,7","74,6","0,8429"
351,2004-03-25 09:00:00,multisensor1,ItalianCity,"3,5",1353,434,"17,8",1235,202,740,119,1937,1175,"8,6","75,1","0,8415"
352,2004-03-25 10:00:00,multisensor1,ItalianCity,"2,3",1133,300,"8,8",933,133,969,99,1552,923,"9,7","69,7","0,8389"
353,2004-03-25 11:00:00,multisensor1,ItalianCity,"1,6",1066,116,"6,8",849,130,1039,98,1468,829,"11,0","64,4","0,8447"
354,2004-03-25 12:00:00,multisensor1,ItalianCity,"1,3",1027,95,"5,9",809,106,1081,88,1442,733,"13,6","53,0","0,8209"
355,2004-03-25 13:00:00,multisensor1,ItalianCity,2,1106,211,"8,9",935,132,958,96,1570,819,"14,2","48,4","0,7780"
356,2004-03-25 14:00:00,multisensor1,ItalianCity,"1,9",1038,168,"8,2",907,106,976,81,1492,723,"14,2","46,3","0,7438"
357,2004-03-25 15:00:00,multisensor1,ItalianCity,"1,9",1084,154,"8,6",924,125,986,92,1501,786,"16,0","41,3","0,7462"
358,2004-03-25 16:00:00,multisensor1,ItalianCity,"2,2",1105,267,"10,1",982,138,939,105,1545,850,"17,7","35,4","0,7094"
359,2004-03-25 17:00:00,multisensor1,ItalianCity,2,1102,143,"9,4",957,120,968,88,1527,820,"17,1","37,4","0,7225"
360,2004-03-25 18:00:00,multisensor1,ItalianCity,"2,9",1240,374,"14,6",1137,158,836,103,1748,991,"14,9","40,5","0,6835"
361,2004-03-25 19:00:00,multisensor1,ItalianCity,"5,2",1443,797,"24,6",1418,253,666,141,2060,1454,"13,4","47,8","0,7293"
362,2004-03-25 20:00:00,multisensor1,ItalianCity,"4,6",1389,698,"21,6",1341,231,692,133,1982,1488,"12,6","52,5","0,7642"
363,2004-03-25 21:00:00,multisensor1,ItalianCity,"2,5",1183,234,"10,3",989,150,904,119,1539,1205,"12,2","53,2","0,7555"
364,2004-03-25 22:00:00,multisensor1,ItalianCity,"1,5",1014,104,"5,7",798,99,1083,106,1376,909,"10,6","56,1","0,7140"
365,2004-03-25 23:00:00,multisensor1,ItalianCity,"1,2",979,67,"4,5",736,75,1154,92,1324,769,"9,9","59,5","0,7276"
366,2004-03-26 00:00:00,multisensor1,ItalianCity,"1,7",1048,88,"5,5",787,93,1098,97,1373,835,"9,6","61,1","0,7323"
367,2004-03-26 01:00:00,multisensor1,ItalianCity,"1,4",1024,79,"4,8",753,79,1131,91,1357,793,"9,7","61,6","0,7425"
368,2004-03-26 02:00:00,multisensor1,ItalianCity,"1,2",974,61,"3,6",690,67,1208,83,1313,733,"9,4","62,6","0,7398"
369,2004-03-26 03:00:00,multisensor1,ItalianCity,"0,6",862,43,"1,7",561,-200,1449,-200,1219,502,"8,2","68,5","0,7455"
370,2004-03-26 04:00:00,multisensor1,ItalianCity,"0,7",925,40,"2,2",602,45,1398,59,1263,562,"8,0","69,4","0,7459"
371,2004-03-26 05:00:00,multisensor1,ItalianCity,"0,8",952,52,"3,0",654,72,1210,73,1312,832,"7,7","72,4","0,7655"
372,2004-03-26 06:00:00,multisensor1,ItalianCity,"0,9",1005,64,"4,0",713,103,1130,78,1363,924,"8,0","71,8","0,7711"
373,2004-03-26 07:00:00,multisensor1,ItalianCity,"1,6",1122,88,"6,7",842,132,1015,90,1438,974,"8,5","66,3","0,7375"
374,2004-03-26 08:00:00,multisensor1,ItalianCity,"3,4",1351,375,"16,7",1201,239,783,110,1828,1307,"9,8","59,6","0,7214"
375,2004-03-26 09:00:00,multisensor1,ItalianCity,"3,8",1408,592,"19,3",1278,275,682,114,1928,1481,"11,2","57,0","0,7544"
376,2004-03-26 10:00:00,multisensor1,ItalianCity,"3,1",1304,357,"14,8",1142,232,772,119,1747,1405,"14,8","44,1","0,7407"
377,2004-03-26 11:00:00,multisensor1,ItalianCity,"2,7",1207,296,"13,4",1098,180,826,121,1664,1195,"16,8","35,3","0,6729"
378,2004-03-26 12:00:00,multisensor1,ItalianCity,2,1099,181,"11,0",1014,112,948,97,1503,868,"19,2","27,1","0,5976"
379,2004-03-26 13:00:00,multisensor1,ItalianCity,"2,3",1106,211,"12,5",1068,116,915,99,1535,874,"19,1","26,2","0,5741"
